MTask_002_ASMPOutput File
Time 	Trial 	TargetName 	TargetNumber	HeadX 	HeadZ 	HeadAngle	LFootX 	LFootZ 	LFootAngle 	RFootX 	RFootZ 	RFootAngle	IsPredictedLocation
17266.54	0	None	None	-2.122555	-1.15588	72.56593	-1.979314	-0.691864	328.5099	-1.871279	-0.2709033	281.9061	0
17368.65	0	None	None	-2.122554	-1.155821	72.56921	-1.9786	-0.6914777	328.5119	-1.87122	-0.2708361	281.9093	0
17475.02	0	None	None	-2.122647	-1.155928	72.57037	-1.979731	-0.692283	328.5137	-1.871185	-0.2709429	281.9225	0
17576.28	0	None	None	-2.122556	-1.155906	72.57498	-1.980074	-0.6924293	328.5152	-1.871247	-0.2708051	281.9126	0
17676.78	0	None	None	-2.12253	-1.155855	72.58294	-1.979934	-0.692337	328.506	-1.871293	-0.2707431	281.9008	0
17782.42	0	None	None	-2.122588	-1.155849	72.56599	-1.979259	-0.691864	328.5338	-1.87123	-0.2708504	281.8957	0
17882.72	0	None	None	-2.12259	-1.15591	72.57079	-1.979621	-0.6921737	328.5288	-1.871257	-0.2709662	281.902	0
17984.48	0	None	None	-2.122577	-1.155886	72.57394	-1.979119	-0.6916851	328.5376	-1.871199	-0.2708631	281.8866	0
18089.23	0	None	None	-2.122521	-1.155802	72.578	-1.978476	-0.691433	328.5084	-1.87115	-0.2707675	281.9072	0
18196.7	0	None	None	-2.122595	-1.155836	72.57292	-1.978313	-0.6911716	328.525	-1.871191	-0.2708057	281.8723	0
18298.51	0	None	None	-2.122588	-1.155803	72.55883	-1.979142	-0.6916642	328.5212	-1.871244	-0.2708305	281.8684	0
18398.6	0	None	None	-2.122583	-1.155736	72.56895	-1.979106	-0.6917576	328.5127	-1.871185	-0.2709973	281.8692	0
18499.06	0	None	None	-2.122481	-1.155735	72.56343	-1.978774	-0.6915381	328.5153	-1.871211	-0.2710521	281.8772	0
18601.13	0	None	None	-2.122508	-1.155748	72.55735	-1.979029	-0.6917136	328.5072	-1.871333	-0.2708962	281.8451	0
18705.19	0	None	None	-2.122544	-1.155822	72.56277	-1.978649	-0.691471	328.5252	-1.871186	-0.2708565	281.8578	0
18812.05	0	None	None	-2.122587	-1.155794	72.56699	-1.978579	-0.6913726	328.5297	-1.871249	-0.270867	281.8741	0
18913.54	0	None	None	-2.122586	-1.155756	72.56693	-1.978422	-0.6914304	328.5182	-1.871252	-0.270967	281.8682	0
19014.44	0	None	None	-2.122571	-1.155745	72.57293	-1.9774	-0.6906157	328.531	-1.871246	-0.2710273	281.8741	0
